instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,yr_label,weekday_label,temp_celsius,atemp_celsius,hum_pct,windspeed_kmh
4575,7/14/2011,3,0,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,51,172,223,Fall,Clear/Partly Cloudy,2011,Thu,30.34,32.575,35,16.9979
4576,7/14/2011,3,0,7,13,0,4,1,1,0.76,0.6667,0.33,0.3284,39,138,177,Fall,Clear/Partly Cloudy,2011,Thu,31.16,33.335,33,22.0028
4577,7/14/2011,3,0,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836,49,129,178,Fall,Clear/Partly Cloudy,2011,Thu,30.34,32.575,35,19.0012
4578,7/14/2011,3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,42,138,180,Fall,Clear/Partly Cloudy,2011,Thu,31.16,33.335,33,19.9995
4579,7/14/2011,3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,43,231,274,Fall,Clear/Partly Cloudy,2011,Thu,31.16,33.335,33,8.9981
4580,7/14/2011,3,0,7,17,0,4,1,1,0.74,0.6515,0.37,0.1343,78,517,595,Fall,Clear/Partly Cloudy,2011,Thu,30.34,32.575,37,8.9981
4581,7/14/2011,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,94,484,578,Fall,Clear/Partly Cloudy,2011,Thu,29.52,32.575,42,12.998
4582,7/14/2011,3,0,7,19,0,4,1,1,0.72,0.6515,0.39,0.2239,67,333,400,Fall,Clear/Partly Cloudy,2011,Thu,29.52,32.575,39,15.0013
4583,7/14/2011,3,0,7,20,0,4,1,1,0.7,0.6364,0.42,0.2239,81,267,348,Fall,Clear/Partly Cloudy,2011,Thu,28.7,31.82,42,15.0013
4584,7/14/2011,3,0,7,21,0,4,1,1,0.66,0.6212,0.5,0.1343,58,203,261,Fall,Clear/Partly Cloudy,2011,Thu,27.06,31.06,50,8.9981
4585,7/14/2011,3,0,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,42,134,176,Fall,Clear/Partly Cloudy,2011,Thu,26.24,31.06,57,6.0032
4586,7/14/2011,3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,27,97,124,Fall,Clear/Partly Cloudy,2011,Thu,26.24,30.305,65,16.9979
4587,7/15/2011,3,0,7,0,0,5,1,1,0.62,0.5909,0.73,0.2239,23,57,80,Fall,Clear/Partly Cloudy,2011,Fri,25.42,29.545,73,15.0013
4588,7/15/2011,3,0,7,1,0,5,1,1,0.62,0.5909,0.73,0.194,7,13,20,Fall,Clear/Partly Cloudy,2011,Fri,25.42,29.545,73,12.998
4589,7/15/2011,3,0,7,2,0,5,1,1,0.6,0.5758,0.78,0.1642,16,22,38,Fall,Clear/Partly Cloudy,2011,Fri,24.6,28.79,78,11.0014
4590,7/15/2011,3,0,7,3,0,5,1,1,0.6,0.5909,0.73,0.194,1,6,7,Fall,Clear/Partly Cloudy,2011,Fri,24.6,29.545,73,12.998
4591,7/15/2011,3,0,7,4,0,5,1,1,0.6,0.5909,0.73,0.1642,2,8,10,Fall,Clear/Partly Cloudy,2011,Fri,24.6,29.545,73,11.0014
4592,7/15/2011,3,0,7,5,0,5,1,1,0.6,0.5909,0.73,0.1343,7,16,23,Fall,Clear/Partly Cloudy,2011,Fri,24.6,29.545,73,8.9981
4593,7/15/2011,3,0,7,6,0,5,1,2,0.6,0.5909,0.73,0.1045,12,108,120,Fall,Mist/Cloudy,2011,Fri,24.6,29.545,73,7.0015
4594,7/15/2011,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,17,257,274,Fall,Clear/Partly Cloudy,2011,Fri,26.24,30.305,65,7.0015
4595,7/15/2011,3,0,7,8,0,5,1,1,0.64,0.6061,0.65,0.2537,50,514,564,Fall,Clear/Partly Cloudy,2011,Fri,26.24,30.305,65,16.9979
4596,7/15/2011,3,0,7,9,0,5,1,1,0.68,0.6364,0.54,0.194,31,176,207,Fall,Clear/Partly Cloudy,2011,Fri,27.88,31.82,54,12.998
4597,7/15/2011,3,0,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,59,107,166,Fall,Mist/Cloudy,2011,Fri,27.06,31.06,61,11.0014
4598,7/15/2011,3,0,7,11,0,5,1,1,0.7,0.6515,0.54,0.1343,73,137,210,Fall,Clear/Partly Cloudy,2011,Fri,28.7,32.575,54,8.9981
4599,7/15/2011,3,0,7,12,0,5,1,1,0.7,0.6515,0.48,0.194,61,177,238,Fall,Clear/Partly Cloudy,2011,Fri,28.7,32.575,48,12.998
4600,7/15/2011,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,85,162,247,Fall,Clear/Partly Cloudy,2011,Fri,28.7,32.575,54,12.998
4601,7/15/2011,3,0,7,14,0,5,1,1,0.7,0.6515,0.51,0.194,105,160,265,Fall,Clear/Partly Cloudy,2011,Fri,28.7,32.575,51,12.998
4602,7/15/2011,3,0,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642,74,163,237,Fall,Clear/Partly Cloudy,2011,Fri,29.52,32.575,45,11.0014
4603,7/15/2011,3,0,7,16,0,5,1,1,0.72,0.6667,0.51,0.194,96,265,361,Fall,Clear/Partly Cloudy,2011,Fri,29.52,33.335,51,12.998
4604,7/15/2011,3,0,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,104,483,587,Fall,Clear/Partly Cloudy,2011,Fri,30.34,33.335,42,16.9979
4605,7/15/2011,3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,102,394,496,Fall,Clear/Partly Cloudy,2011,Fri,29.52,32.575,45,15.0013
4606,7/15/2011,3,0,7,19,0,5,1,1,0.7,0.6364,0.45,0.2239,114,280,394,Fall,Clear/Partly Cloudy,2011,Fri,28.7,31.82,45,15.0013
4607,7/15/2011,3,0,7,20,0,5,1,1,0.7,0.6515,0.51,0.2239,92,251,343,Fall,Clear/Partly Cloudy,2011,Fri,28.7,32.575,51,15.0013
4608,7/15/2011,3,0,7,21,0,5,1,1,0.66,0.6212,0.54,0.1045,75,186,261,Fall,Clear/Partly Cloudy,2011,Fri,27.06,31.06,54,7.0015
4609,7/15/2011,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,71,152,223,Fall,Clear/Partly Cloudy,2011,Fri,27.06,31.06,57,15.0013
4610,7/15/2011,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,41,126,167,Fall,Clear/Partly Cloudy,2011,Fri,26.24,31.06,61,11.0014
4611,7/16/2011,3,0,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,42,68,110,Fall,Clear/Partly Cloudy,2011,Sat,25.42,30.305,65,12.998
4612,7/16/2011,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,24,51,75,Fall,Clear/Partly Cloudy,2011,Sat,24.6,29.545,69,7.0015
4613,7/16/2011,3,0,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,10,48,58,Fall,Clear/Partly Cloudy,2011,Sat,24.6,29.545,73,8.9981
4614,7/16/2011,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,6,20,26,Fall,Clear/Partly Cloudy,2011,Sat,24.6,28.79,78,8.9981
4615,7/16/2011,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,9,7,16,Fall,Clear/Partly Cloudy,2011,Sat,24.6,29.545,73,6.0032
4616,7/16/2011,3,0,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,4,6,10,Fall,Clear/Partly Cloudy,2011,Sat,23.78,27.275,78,6.0032
4617,7/16/2011,3,0,7,6,0,6,0,1,0.6,0.5758,0.78,0.1642,16,21,37,Fall,Clear/Partly Cloudy,2011,Sat,24.6,28.79,78,11.0014
4618,7/16/2011,3,0,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,14,38,52,Fall,Clear/Partly Cloudy,2011,Sat,25.42,29.545,73,8.9981
4619,7/16/2011,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,37,90,127,Fall,Clear/Partly Cloudy,2011,Sat,27.06,31.06,65,11.0014
4620,7/16/2011,3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,72,150,222,Fall,Clear/Partly Cloudy,2011,Sat,28.7,32.575,54,15.0013
4621,7/16/2011,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,114,208,322,Fall,Clear/Partly Cloudy,2011,Sat,29.52,33.335,54,12.998
4622,7/16/2011,3,0,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,171,225,396,Fall,Clear/Partly Cloudy,2011,Sat,30.34,33.335,48,15.0013
4623,7/16/2011,3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,187,276,463,Fall,Clear/Partly Cloudy,2011,Sat,31.16,34.09,43,19.0012
4624,7/16/2011,3,0,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985,221,276,497,Fall,Clear/Partly Cloudy,2011,Sat,31.16,34.09,45,19.9995
4625,7/16/2011,3,0,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,201,232,433,Fall,Clear/Partly Cloudy,2011,Sat,30.34,33.335,45,19.9995
4626,7/16/2011,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,205,223,428,Fall,Clear/Partly Cloudy,2011,Sat,31.16,34.09,45,22.0028
4627,7/16/2011,3,0,7,16,0,6,0,1,0.76,0.6818,0.45,0.2836,183,242,425,Fall,Clear/Partly Cloudy,2011,Sat,31.16,34.09,45,19.0012
4628,7/16/2011,3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,234,241,475,Fall,Clear/Partly Cloudy,2011,Sat,31.16,34.09,45,15.0013
4629,7/16/2011,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,185,243,428,Fall,Clear/Partly Cloudy,2011,Sat,31.16,34.09,45,19.0012
4630,7/16/2011,3,0,7,19,0,6,0,1,0.74,0.6818,0.48,0.194,164,242,406,Fall,Clear/Partly Cloudy,2011,Sat,30.34,34.09,48,12.998
4631,7/16/2011,3,0,7,20,0,6,0,1,0.72,0.6667,0.51,0.2239,108,188,296,Fall,Clear/Partly Cloudy,2011,Sat,29.52,33.335,51,15.0013
4632,7/16/2011,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,85,167,252,Fall,Clear/Partly Cloudy,2011,Sat,28.7,32.575,58,15.0013
4633,7/16/2011,3,0,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,65,136,201,Fall,Clear/Partly Cloudy,2011,Sat,28.7,32.575,65,19.0012
4634,7/16/2011,3,0,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,61,107,168,Fall,Clear/Partly Cloudy,2011,Sat,27.88,31.82,61,15.0013
4635,7/17/2011,3,0,7,0,0,0,0,1,0.66,0.6212,0.65,0.2239,34,91,125,Fall,Clear/Partly Cloudy,2011,Sun,27.06,31.06,65,15.0013
4636,7/17/2011,3,0,7,1,0,0,0,1,0.64,0.6061,0.69,0.194,16,86,102,Fall,Clear/Partly Cloudy,2011,Sun,26.24,30.305,69,12.998
4637,7/17/2011,3,0,7,2,0,0,0,1,0.64,0.6061,0.69,0.2239,28,66,94,Fall,Clear/Partly Cloudy,2011,Sun,26.24,30.305,69,15.0013
4638,7/17/2011,3,0,7,3,0,0,0,1,0.64,0.6061,0.69,0.2239,21,26,47,Fall,Clear/Partly Cloudy,2011,Sun,26.24,30.305,69,15.0013
4639,7/17/2011,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,4,6,10,Fall,Clear/Partly Cloudy,2011,Sun,25.42,29.545,73,11.0014
4640,7/17/2011,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,4,8,12,Fall,Clear/Partly Cloudy,2011,Sun,26.24,30.305,69,15.0013
4641,7/17/2011,3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642,10,11,21,Fall,Clear/Partly Cloudy,2011,Sun,25.42,29.545,73,11.0014
4642,7/17/2011,3,0,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,20,30,50,Fall,Clear/Partly Cloudy,2011,Sun,26.24,30.305,73,11.0014
4643,7/17/2011,3,0,7,8,0,0,0,1,0.68,0.6364,0.65,0.2239,45,73,118,Fall,Clear/Partly Cloudy,2011,Sun,27.88,31.82,65,15.0013
4644,7/17/2011,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,74,110,184,Fall,Clear/Partly Cloudy,2011,Sun,29.52,33.335,58,15.0013
4645,7/17/2011,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177,304,Fall,Clear/Partly Cloudy,2011,Sun,30.34,34.09,60,15.0013
4646,7/17/2011,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,147,244,391,Fall,Clear/Partly Cloudy,2011,Sun,31.16,34.85,55,19.0012
4647,7/17/2011,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,177,243,420,Fall,Clear/Partly Cloudy,2011,Sun,31.16,34.85,55,19.0012
4648,7/17/2011,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,200,272,472,Fall,Clear/Partly Cloudy,2011,Sun,32.8,37.12,49,19.9995
4649,7/17/2011,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,168,262,430,Fall,Clear/Partly Cloudy,2011,Sun,32.8,37.12,49,23.9994
4650,7/17/2011,3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,129,195,324,Fall,Clear/Partly Cloudy,2011,Sun,33.62,37.12,43,19.9995
4651,7/17/2011,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,129,188,317,Fall,Clear/Partly Cloudy,2011,Sun,32.8,36.365,46,19.9995
4652,7/17/2011,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,133,236,369,Fall,Clear/Partly Cloudy,2011,Sun,32.8,37.12,49,26.0027
4653,7/17/2011,3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,147,243,390,Fall,Clear/Partly Cloudy,2011,Sun,32.8,36.365,46,19.9995
4654,7/17/2011,3,0,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,145,234,379,Fall,Clear/Partly Cloudy,2011,Sun,31.16,34.85,55,19.0012
4655,7/17/2011,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,85,177,262,Fall,Clear/Partly Cloudy,2011,Sun,31.16,35.605,58,16.9979
4656,7/17/2011,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,59,148,207,Fall,Clear/Partly Cloudy,2011,Sun,30.34,34.09,62,15.0013
4657,7/17/2011,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181,Fall,Clear/Partly Cloudy,2011,Sun,29.52,34.09,66,15.0013
4658,7/17/2011,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,39,54,93,Fall,Clear/Partly Cloudy,2011,Sun,28.7,33.335,74,8.9981
4659,7/18/2011,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30,51,Fall,Clear/Partly Cloudy,2011,Mon,28.7,33.335,74,8.9981
4660,7/18/2011,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,17,8,25,Fall,Clear/Partly Cloudy,2011,Mon,28.7,33.335,74,15.0013
4661,7/18/2011,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,2,8,10,Fall,Clear/Partly Cloudy,2011,Mon,27.06,30.305,83,15.0013
4662,7/18/2011,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,3,4,7,Fall,Clear/Partly Cloudy,2011,Mon,27.06,30.305,78,12.998
4663,7/18/2011,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,1,3,4,Fall,Clear/Partly Cloudy,2011,Mon,26.24,29.545,78,11.0014
4664,7/18/2011,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15,17,Fall,Clear/Partly Cloudy,2011,Mon,26.24,29.545,78,7.0015
4665,7/18/2011,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,10,95,105,Fall,Clear/Partly Cloudy,2011,Mon,26.24,28.79,83,7.0015
4666,7/18/2011,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,22,255,277,Fall,Clear/Partly Cloudy,2011,Mon,27.88,31.82,74,15.0013
4667,7/18/2011,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,18,329,347,Fall,Clear/Partly Cloudy,2011,Mon,28.7,32.575,70,12.998
4668,7/18/2011,3,0,7,9,0,1,1,1,0.74,0.697,0.67,0.2239,33,170,203,Fall,Clear/Partly Cloudy,2011,Mon,30.34,34.85,67,15.0013
4669,7/18/2011,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,52,78,130,Fall,Clear/Partly Cloudy,2011,Mon,31.16,35.605,62,12.998
4670,7/18/2011,3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,42,99,141,Fall,Clear/Partly Cloudy,2011,Mon,32.8,37.88,55,6.0032
4671,7/18/2011,3,0,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,39,126,165,Fall,Clear/Partly Cloudy,2011,Mon,32.8,38.635,59,12.998
4672,7/18/2011,3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,27,125,152,Fall,Clear/Partly Cloudy,2011,Mon,33.62,39.395,56,16.9979
4673,7/18/2011,3,0,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,32,106,138,Fall,Clear/Partly Cloudy,2011,Mon,33.62,39.395,56,22.0028
4674,7/18/2011,3,0,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,53,111,164,Fall,Clear/Partly Cloudy,2011,Mon,34.44,40.15,53,22.0028
4675,7/18/2011,3,0,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,45,220,265,Fall,Clear/Partly Cloudy,2011,Mon,34.44,40.15,53,19.0012
4676,7/18/2011,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,72,473,545,Fall,Clear/Partly Cloudy,2011,Mon,34.44,39.395,49,22.0028
4677,7/18/2011,3,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,80,478,558,Fall,Clear/Partly Cloudy,2011,Mon,33.62,38.635,49,23.9994
4678,7/18/2011,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,63,335,398,Fall,Clear/Partly Cloudy,2011,Mon,32.8,37.88,55,15.0013
4679,7/18/2011,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,91,232,323,Fall,Clear/Partly Cloudy,2011,Mon,31.98,37.12,59,15.0013
4680,7/18/2011,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,48,154,202,Fall,Clear/Partly Cloudy,2011,Mon,30.34,34.85,66,12.998
4681,7/18/2011,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,36,104,140,Fall,Clear/Partly Cloudy,2011,Mon,31.16,36.365,66,15.0013
4682,7/18/2011,3,0,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,32,59,91,Fall,Clear/Partly Cloudy,2011,Mon,30.34,34.85,66,11.0014
4683,7/19/2011,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,25,26,51,Fall,Clear/Partly Cloudy,2011,Tue,30.34,34.85,66,7.0015
4684,7/19/2011,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,7,6,13,Fall,Mist/Cloudy,2011,Tue,30.34,34.85,66,8.9981
4685,7/19/2011,3,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,9,4,13,Fall,Clear/Partly Cloudy,2011,Tue,29.52,34.09,70,11.0014
4686,7/19/2011,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,3,Fall,Clear/Partly Cloudy,2011,Tue,29.52,34.09,70,11.0014
4687,7/19/2011,3,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,1,4,5,Fall,Clear/Partly Cloudy,2011,Tue,29.52,34.09,70,8.9981
4688,7/19/2011,3,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,0,19,19,Fall,Mist/Cloudy,2011,Tue,28.7,33.335,74,7.0015
4689,7/19/2011,3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,8,126,134,Fall,Mist/Cloudy,2011,Tue,29.52,34.85,74,7.0015
4690,7/19/2011,3,0,7,7,0,2,1,2,0.74,0.697,0.7,0.1642,28,287,315,Fall,Mist/Cloudy,2011,Tue,30.34,34.85,70,11.0014
4691,7/19/2011,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,31,381,412,Fall,Mist/Cloudy,2011,Tue,31.16,36.365,70,11.0014
4692,7/19/2011,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,22,177,199,Fall,Mist/Cloudy,2011,Tue,32.8,39.395,63,8.9981
4693,7/19/2011,3,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,29,112,141,Fall,Mist/Cloudy,2011,Tue,33.62,39.395,56,11.0014
4694,7/19/2011,3,0,7,11,0,2,1,1,0.82,0.803,0.59,0,29,98,127,Fall,Clear/Partly Cloudy,2011,Tue,33.62,40.15,59,0
4695,7/19/2011,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,26,127,153,Fall,Clear/Partly Cloudy,2011,Tue,34.44,40.91,56,6.0032
4696,7/19/2011,3,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045,33,139,172,Fall,Clear/Partly Cloudy,2011,Tue,35.26,41.665,53,7.0015
4697,7/19/2011,3,0,7,14,0,2,1,1,0.86,0.8182,0.5,0.194,41,111,152,Fall,Clear/Partly Cloudy,2011,Tue,35.26,40.91,50,12.998
4698,7/19/2011,3,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,48,110,158,Fall,Clear/Partly Cloudy,2011,Tue,36.08,40.91,44,12.998
4699,7/19/2011,3,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,61,216,277,Fall,Clear/Partly Cloudy,2011,Tue,36.9,42.425,42,19.9995
4700,7/19/2011,3,0,7,17,0,2,1,1,0.8,0.803,0.66,0,68,445,513,Fall,Clear/Partly Cloudy,2011,Tue,32.8,40.15,66,0
4701,7/19/2011,3,0,7,18,0,2,1,1,0.8,0.803,0.66,0.1343,80,450,530,Fall,Clear/Partly Cloudy,2011,Tue,32.8,40.15,66,8.9981
4702,7/19/2011,3,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.194,54,334,388,Fall,Clear/Partly Cloudy,2011,Tue,31.16,37.12,75,12.998
4703,7/19/2011,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,48,229,277,Fall,Clear/Partly Cloudy,2011,Tue,30.34,36.365,74,6.0032
4704,7/19/2011,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,47,194,241,Fall,Clear/Partly Cloudy,2011,Tue,30.34,35.605,74,8.9981
4705,7/19/2011,3,0,7,22,0,2,1,1,0.74,0.7121,0.74,0,36,120,156,Fall,Clear/Partly Cloudy,2011,Tue,30.34,35.605,74,0
4706,7/19/2011,3,0,7,23,0,2,1,3,0.72,0.697,0.79,0.1642,19,73,92,Fall,Light Rain/Snow,2011,Tue,29.52,34.85,79,11.0014
4707,7/20/2011,3,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,11,29,40,Fall,Clear/Partly Cloudy,2011,Wed,28.7,33.335,84,7.0015
4708,7/20/2011,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0,4,7,11,Fall,Clear/Partly Cloudy,2011,Wed,28.7,33.335,84,0
4709,7/20/2011,3,0,7,2,0,3,1,1,0.7,0.6667,0.84,0,2,7,9,Fall,Clear/Partly Cloudy,2011,Wed,28.7,33.335,84,0
4710,7/20/2011,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,2,4,6,Fall,Clear/Partly Cloudy,2011,Wed,28.7,33.335,84,7.0015
4711,7/20/2011,3,0,7,4,0,3,1,1,0.68,0.6364,0.83,0,0,4,4,Fall,Clear/Partly Cloudy,2011,Wed,27.88,31.82,83,0
4712,7/20/2011,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,23,Fall,Clear/Partly Cloudy,2011,Wed,27.88,31.82,83,7.0015
4713,7/20/2011,3,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,5,111,116,Fall,Mist/Cloudy,2011,Wed,27.88,31.82,89,7.0015
4714,7/20/2011,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,27,276,303,Fall,Mist/Cloudy,2011,Wed,28.7,33.335,84,7.0015
4715,7/20/2011,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0,34,404,438,Fall,Clear/Partly Cloudy,2011,Wed,30.34,35.605,74,0
4716,7/20/2011,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,28,181,209,Fall,Clear/Partly Cloudy,2011,Wed,30.34,34.85,70,6.0032
4717,7/20/2011,3,0,7,10,0,3,1,1,0.76,0.7273,0.7,0,34,76,110,Fall,Clear/Partly Cloudy,2011,Wed,31.16,36.365,70,0
4718,7/20/2011,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,142,Fall,Clear/Partly Cloudy,2011,Wed,32.8,39.395,63,6.0032
4719,7/20/2011,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0,28,121,149,Fall,Clear/Partly Cloudy,2011,Wed,33.62,40.15,59,0
4720,7/20/2011,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,23,97,120,Fall,Clear/Partly Cloudy,2011,Wed,34.44,40.91,56,12.998
4721,7/20/2011,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,127,Fall,Clear/Partly Cloudy,2011,Wed,35.26,41.665,53,15.0013
4722,7/20/2011,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,138,Fall,Clear/Partly Cloudy,2011,Wed,35.26,40.91,50,11.0014
4723,7/20/2011,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0,30,204,234,Fall,Clear/Partly Cloudy,2011,Wed,34.44,40.91,56,0
4724,7/20/2011,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,50,405,455,Fall,Clear/Partly Cloudy,2011,Wed,34.44,41.665,59,12.998
4725,7/20/2011,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,497,Fall,Clear/Partly Cloudy,2011,Wed,34.44,41.665,59,15.0013
4726,7/20/2011,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,59,323,382,Fall,Clear/Partly Cloudy,2011,Wed,33.62,42.425,67,11.0014
4727,7/20/2011,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309,Fall,Clear/Partly Cloudy,2011,Wed,32.8,41.665,75,15.0013
4728,7/20/2011,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,33,209,242,Fall,Clear/Partly Cloudy,2011,Wed,32.8,40.15,66,11.0014
4729,7/20/2011,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169,Fall,Clear/Partly Cloudy,2011,Wed,31.98,38.635,70,15.0013
4730,7/20/2011,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,99,Fall,Clear/Partly Cloudy,2011,Wed,31.16,37.12,75,16.9979
4731,7/21/2011,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,13,29,42,Fall,Mist/Cloudy,2011,Thu,31.16,37.12,75,12.998
